index,value
1166,330.0129911358557
1167,309.9529739952175
1168,325.3604439303806
1169,324.1167958938569
1170,317.6171760001402
1171,316.48459932673575
1172,317.32146848454124
1173,301.088458297145
1174,323.1811221653143
1175,313.29099766737346
1176,322.92456870571215
1177,327.223388897612
1178,318.1819570345108
1179,338.19431298083015
1180,313.6813047339783
1181,318.1745868131429
1182,313.87464288639956
1183,318.02082567240814
1184,321.2327260625452
1185,316.04301622225483
1186,314.1626904896597
1187,328.1224108296548
1188,327.12375205274157
1189,309.1749509333761
1190,329.85845126685564
1191,309.77934071318407
1192,308.0131466012956
1193,319.6634334953016
1194,325.545863002736
1195,323.32756420160064
1196,324.17444341155846
1197,326.2369506021344
1198,310.10735630667443
1199,304.3154487917796
1200,312.3802089973064
1201,315.36423678249037
1202,313.3116260591693
1203,318.5681695139688
1204,318.241727294043
1205,317.2299304280765
1206,308.3059993279672
1207,305.84510731008737
1208,331.55101126908824
1209,313.42868423973124
1210,324.2532196504801
1211,322.9236430871142
1212,320.5448011966791
1213,322.74137510506654
1214,323.3267422946826
1215,320.2867698910226
1216,323.9390662519367
1217,317.61375126201705
1218,323.9356354711886
1219,329.6094009097566
1220,327.92070454971696
1221,311.6892331832496
1222,329.5574600510828
1223,312.9253856031323
1224,320.834542800913
1225,320.2305733604456
1226,315.4573084261447
1227,324.78884375794087
1228,325.2183167629189
1229,308.63938284912786
1230,319.45614172583663
1231,315.7330701552039
1232,326.12472199861594
1233,315.3907531054801
1234,318.9517854241557
1235,313.67794725955366
1236,314.2340834311901
1237,307.91097513645866
1238,320.16009590242777
1239,322.27049444425035
1240,329.3966931260982
1241,317.0370734650737
1242,309.82463191526153
1243,322.95510732093254
1244,321.3663217596933
1245,330.70646980856054
1246,324.5304252955524
1247,297.0707715308282
1248,312.1635442673405
1249,316.6490551330596
1250,317.1649208448886
1251,327.2803724666205
1252,323.5206051055698
1253,311.34369654197053
1254,327.63722836461005
1255,329.05847374585244
1256,323.5036939650696
1257,309.8941524105806
1258,316.6499724873926
1259,329.82870064538145
1260,321.3877396189657
1261,312.03807212099525
1262,323.4905539458872
1263,327.8602632834705
1264,313.50932435551846
1265,313.27376510424875
1266,308.5871140871624
1267,315.25190396265805
1268,324.0299510431019
1269,321.4135824101096
1270,317.7307820996442
1271,317.0679633571971
1272,321.8815007590618
1273,308.4374576992673
1274,318.2846538432802
1275,315.9187027298579
1276,328.69554063103016
1277,324.4749722867944
1278,320.96219895407063
1279,322.713731745493
1280,324.9366785583927
1281,322.3557856891865
1282,320.9820137825181
1283,327.56718901328884
1284,315.62854654808945
1285,317.1599724782871
1286,317.0029759975957
1287,320.6148248208076
1288,307.9936605260497
1289,314.90283240054987
1290,314.3532383297213
1291,317.5566222198633
1292,313.77866701724696
1293,312.91126335070214
1294,309.41963631287246
1295,313.8503734527153
1296,320.3473898046495
1297,321.2656259803352
1298,316.520804997585
1299,320.5169213987381
1300,321.31501668829577
1301,318.4066035318797
1302,326.27452928425254
1303,317.9290913908075
1304,315.32456137470865
1305,315.3982674667718
1306,328.299987662861
1307,320.37556772339354
1308,335.7525690005727
1309,317.6622625231792
1310,318.0860735135172
1311,320.6027217118986
1312,317.37438225702516
1313,320.5917492750516
1314,329.4709287297561
1315,324.80042811219556
1316,307.4524747102068
1317,321.590894201533
1318,316.1973147733305
1319,321.0085016506382
1320,307.0971315938631
1321,324.46704853166017
1322,319.5768711593327
1323,327.2802279132424
1324,322.55251747458607
1325,324.75049764612123
1326,323.30980235768715
1327,316.2753628249579
1328,320.39932832703096
1329,323.7670587080299
1330,316.26613907165495
1331,316.30379745237764
1332,325.4957836844088
1333,328.66521380682696
1334,323.0483045495538
1335,318.1308036915644
1336,315.27244511988346
1337,305.2668910022739
1338,321.29708574147935
1339,318.34396840089045
1340,313.2084084955758
1341,318.10785196447813
1342,311.2498937764397
1343,314.92324148585766
1344,323.66690940014774
1345,324.9961643176068
1346,320.53331897576896
1347,335.52312972326365
1348,321.0725357798894
1349,315.09100403985417
1350,313.7917631222592
1351,317.4842205253249
1352,316.10424822543183
1353,324.6184077750287
1354,312.1385030287763
1355,322.42322368004017
1356,324.94394940247844
1357,310.5995339124012
1358,309.52864312382724
1359,322.35690233684295
1360,317.4265585341271
1361,331.8708254930207
1362,325.0316430646218
1363,313.4120087484076
1364,317.11789192224353
1365,317.32556950060444
1366,312.70537963893287
1367,328.3137480784329
1368,321.0586595658186
1369,320.5530421118759
